"stock_code","description","gross_sales_value","units_sold"
"23492","VINTAGE JINGLE BELLS WREATH",635.38,76
"23298","BUNTING , SPOTTY",634.7,146
"21054","NURSE'S BAG SOFT TOY",634.53,70
"21640","ASSORTED TUTTI FRUTTI  FOB NOTEBOOK",633.83,650
"21784","SHOE SHINE BOX",633.07,57
"17021","NAMASTE SWAGAT INCENSE",632.34,2391
"20840","FRENCH FLORAL CUSHION COVER",632.32,533
"21446","12 RED ROSE PEG PLACE SETTINGS",630.92,449
"23216","LAUREL HEART ANTIQUE GOLD",630.73,525
"22396","MAGNETS PACK OF 4 RETRO PHOTO",630.37,1226
"72232","FENG SHUI PILLAR CANDLE",630.23,3317
"21417","COCKLE SHELL DISH",629.8,340
"84596L","BISCUITS SMALL BOWL LIGHT BLUE",629.38,1254
"23019","SMALL APOTHECARY MEASURING JAR",629.05,81
"20932","PINK POT PLANT CANDLE",628.79,204
"23027","DRAWER KNOB VINTAGE GLASS HEXAGON",627.95,295
"79163","BLACK CHAMPAGNE GLASS",626.55,1529
"22559","SEASIDE FLYING DISC",626.53,505
"20735","BLACK MINI TAPE MEASURE",625.8,623
"22194","BLACK DINER WALL CLOCK",625.69,66
"84665","SQUARE CHERRY BLOSSOM CABINET",624.75,105
"21426","WOODLAND STORAGE BOX SMALL",624.58,256
"84086C","PINK/PURPLE RETRO RADIO",622.27,218
"22520","CHILDS GARDEN TROWEL BLUE",622.1,719
"22129","PARTY CONES CANDY DECORATION",621.96,454
"22269","EGG CUP NATURAL CHICKEN",621.49,932
"23425","STORAGE TIN HOME SWEET HOME",621.44,275
"20772","GARDEN PATH JOURNAL",621.19,247
"23180","MUM'S KITCHEN CLOCK",621.09,122
"22116","METAL SIGN HIS DINNER IS SERVED",620.42,575
"85141","JARDIN ETCHED GLASS FRUITBOWL",619.94,120
"84637","KITCHEN FLOWER POTS WALL PLAQUE",619.59,116
"21865","PINK UNION JACK  PASSPORT COVER",618.93,271
"21473","SWEETHEART CREAM STEEL TABLE RECT",618.66,27
"23528","WALL ART SPACEBOY",618.59,173
"22035","VINTAGE CARAVAN GREETING CARD",617.32,1452
"22953","BIRTHDAY PARTY CORDON BARRIER TAPE",617.11,478
"22288","HANGING METAL RABBIT DECORATION",616.95,474
"23471","SIX DRAWER OFFICE TIDY",616.79,65
"23453","OVAL  MINI PORTRAIT FRAME",615.98,316
"21171","BATHROOM METAL SIGN",613.14,438
"23018","LARGE APOTHECARY MEASURING JAR",612.16,51
"21684","SMALL MEDINA STAMPED METAL BOWL",612.1,771
"22420","LIPSTICK PEN BABY PINK",611.3,1333
"22021","BLUE FELT EASTER EGG BASKET",610.45,365
"23454","THREE MINI HANGING FRAMES",610,142
"20893","HANGING BAUBLE T-LIGHT HOLDER SMALL",609.02,268
"22515","CHILDS GARDEN SPADE PINK",608.95,266
"85170C","SET/6 EAU DE NIL BIRD T-LIGHTS",608.53,335
"21769","VINTAGE POST OFFICE CABINET",607.65,11
"21709","FOLDING UMBRELLA CHOCOLATE POLKADOT",607.23,133
"22233","JIGSAW RABBIT AND BIRDHOUSE",607.14,596
"72598","SET/12 TAPER CANDLES",605.89,607
"22595","CHRISTMAS GINGHAM HEART",605.8,649
"22359","GLASS JAR KINGS CHOICE",605.77,183
"84625A","PINK NEW BAROQUECANDLESTICK CANDLE",605.48,478
"22129","PARTY CONES CANDY TREE DECORATION",604.46,734
"22232","JIGSAW TOADSTOOLS 3 PIECE",604.46,690
"20764","ABSTRACT CIRCLES SKETCHBOOK",603.31,142
"22255","FELT TOADSTOOL  SMALL",602.63,629
"21159","MOODY BOY  DOOR HANGER",601.79,1126
"35971","ROSE FOLKART HEART DECORATIONS",600.93,462
"23520","EMBROIDERED RIBBON REEL RUBY",600.55,167
"85017B","ENVELOPE 50 BLOSSOM IMAGES",600.29,1077
"21014","SWISS CHALET TREE DECORATION",598.82,1385
"22642","SET OF 4 NAPKIN CHARMS STARS",596.36,269
"17012B","ORIGAMI JASMINE INCENSE/CANDLE SET",595.85,525
"22266","EASTER DECORATION HANGING BUNNY",595.85,1887
"21292","SMALL STRIPES CHOCOLATE GIFT BAG",594.51,867
"21448","12 DAISY PEGS IN WOOD BOX",592.62,344
"23377","PACK OF 12 DOLLY GIRL TISSUES",592.45,1351
"22247","BUNNY DECORATION MAGIC GARDEN",591.44,668
"21581","SKULLS  DESIGN  COTTON TOTE BAG",590.67,252
"21253","SET OF PICTURE FRAME  STICKERS",590.42,134
"21015","DARK BIRD HOUSE TREE DECORATION",589.55,1483
"85180B","PINK HEARTS LIGHT CHAIN",587.2,271
"23565","EGG CUP MILKMAID HELGA",586.31,410
"23499","SET 12 VINTAGE DOILY CHALK",586.23,1312
"21576","LETS GO SHOPPING COTTON TOTE BAG",585.34,252
"22825","DECORATIVE PLANT POT WITH FRIEZE",584.37,73
"22096","PINK PAISLEY SQUARE TISSUE BOX",584.09,1366
"22703","PINK CAT BOWL",583.33,360
"85071A","BLUE CHARLIE+LOLA PERSONAL DOORSIGN",583.23,1041
"82001s","SILVER RECORD COVER FRAME",581.88,78
"85036B","CHOCOLATE 1 WICK MORRIS BOX CANDLE",581.43,361
"22785","SQUARECUSHION COVER PINK UNION JACK",581.23,173
"21096","SET/6 FRUIT SALAD  PAPER PLATES",581.09,1259
"22999","TRAVEL CARD WALLET VINTAGE LEAF",578.48,1350
"23324","RUSTIC STRAWBERRY JAM POT LARGE",577.48,279
"22260","FELT EGG COSY BLUE RABBIT",577.44,552
"84352","SILVER CHRISTMAS TREE BAUBLE STAND",577.35,34
"85144","JARDIN ETCHED GLASS CHEESE DISH",575.45,219
"22820","GIFT BAG BIRTHDAY",575.42,940
"23016","GLASS TWIST BON BON JAR",575.25,74
"23125","6PC WOOD PLATE SET DISPOSABLE",574.88,459
"22337","ANGEL DECORATION PAINTED ZINC",574.54,912
"20702","PINK PADDED MOBILE",573.54,134
"20832","RED FLOCK LOVE HEART PHOTO FRAME",572.67,1067
"85136A","YELLOW SHARK HELICOPTER",572.41,71
"22319","HAIRCLIPS FORTIES FABRIC ASSORTED",572.26,1322
"21468","BUTTERFLY CROCHET FOOD COVER",572.23,148
"21264","WHITE GOOSE FEATHER TREE 60CM",571.65,283
"21277","FRENCH STYLE EMBOSSED HEART CABINET",571.43,26
"84748","FOLK FELT HANGING MULTICOL GARLAND",570.86,204
"85172","HYACINTH BULB T-LIGHT CANDLES",569.68,1314
"85130D","BEADED CRYSTAL HEART PINK LARGE",569.29,565
"21251","DINOSAUR HEIGHT CHART STICKER SET",568.98,182
"85161","ACRYLIC GEOMETRIC LAMP",568.65,35
"23219","LAUREL STAR ANTIQUE SILVER",568.6,430
"21675","BUTTERFLIES STICKERS",568.26,628
"84796A","PINK HAWAIIAN PICNIC HAMPER FOR 2",568.13,61
"21488","RED WHITE SCARF  HOT WATER BOTTLE",566.17,69
"22482","BLUE TEA TOWEL CLASSIC DESIGN",565.86,478
"21899","GARAGE KEY FOB",565.81,777
"22272","FELTCRAFT DOLL MARIA",564.92,196
"85019A","ROMANTIC IMAGES NOTEBOOK SET",564.35,414
"23381","PACK OF 12 VINTAGE LEAF TISSUES",562.88,1496
"23272","TREE T-LIGHT HOLDER WILLIE WINKIE",562.22,364
"21219","SET/4 BADGES BALLOON GIRL",561.84,448
"85032D","YULETIDE IMAGES GIFT WRAP SET",561.34,687
"23413","VINTAGE COFFEE GRINDER BOX",561.23,109
"84569D","PACK 6 HEART/ICE-CREAM PATCHES",560.62,467
"84912A","PINK ROSE WASHBAG",560.62,156
"85016","SET OF 6 VINTAGE NOTELETS KIT",560.11,563
"85163A","WHITE BAROQUE WALL CLOCK",559,66
"71279","PINK GLASS CANDLEHOLDER",558.37,175
"90062","CARNIVAL BRACELET",558.03,44
"21662","VINTAGE GLASS COFFEE CADDY",557.3,86
"85187","S/12 MINI RABBIT EASTER",556.53,337
"23069","EDWARDIAN PHOTO FRAME",556.21,88
"23451","SQUARE MINI PORTRAIT FRAME",556.17,277
"21194","PINK  HONEYCOMB PAPER FAN",555.97,498
"85025B","EAU DE NILE HEART SHAPE PHOTO FRAME",555.12,329
"84951B","SET OF 4 BLACK LOVEBIRD COASTERS",554.78,451
"17129F","BLUE GLASS GEMS IN BAG",553.83,588
"35599D","PINK AND WHITE CHRISTMAS TREE 120CM",553.07,201
"84951A","SET OF 4 PISTACHIO LOVEBIRD COASTER",553.01,475
"23473","WOODLAND SMALL RED FELT HEART",552.02,678
"47563A","RETRO LONGBOARD IRONING BOARD COVER",551.51,285
"79030G","TUMBLER NEW ENGLAND",551.19,1261
"35599B","BLACK CHRISTMAS TREE 120CM",551.13,217
"35965","FOLKART HEART NAPKIN RINGS",551.13,366
"22903","CALENDAR FAMILY FAVOURITES",550.6,193
"21397","BLUE POLKADOT EGG CUP",550.43,1075
"23456","MEDIUM PARLOUR PICTURE FRAME",550,136
"21849","SILVER DIAMANTE PEN IN GIFT BOX",548.93,173
"22584","PACK OF 6 PANETTONE GIFT BOXES",548.63,233
"23549","WRAP BIRD GARDEN",548.1,1305
"21638","ASSORTED TUTTI FRUTTI NOTEBOOK",547.76,247
"23074","EMBOSSED HEART TRINKET BOX",547.27,246
"17012D","ORIGAMI ROSE INCENSE/CANDLE SET",547.24,461
"21128","GOLD FISHING GNOME",546.6,68
"84598","BOYS ALPHABET IRON ON PATCHES",546.04,1975
"85184C","SET 4 VALENTINE DECOUPAGE HEART BOX",545.75,169
"22261","FELT EGG COSY WHITE RABBIT",544.71,579
"85107","CUT GLASS T-LIGHT HOLDER OCTAGON",541.39,249
"22513","DOORSTOP FOOTBALL DESIGN",539.9,152
"22023","EMPIRE BIRTHDAY CARD",538.72,1206
"84625C","BLUE NEW BAROQUE CANDLESTICK CANDLE",536.41,449
"22717","CARD DOG AND BALL",535.78,1229
"23398","HANGING HEART BONHEUR",535.35,606
"22496","SET OF 2 ROUND TINS DUTCH CHEESE",535.11,253
"85088","CANDY SPOT HAND BAG",534.83,259
"23660","HENRIETTA HEN MUG",534.66,306
"85114c","RED ENCHANTED FOREST PLACEMAT",534.66,162
"82613D","METAL SIGN CUPCAKE SINGLE HOOK",534.24,696
"22543","MINI JIGSAW BAKE A CAKE",530.8,1453
"17012F","ORIGAMI SANDLEWOOD INCENSE/CAND SET",530.6,448
"35241","ENAMEL BLUE RIM BISCUIT BIN",530.49,103
"21801","CHRISTMAS TREE DECORATION WITH BELL",530.26,1251
"21270","ANTIQUE CREAM CUTLERY CUPBOARD",530.19,50
"75131","METAL TUBE CHIME ON BAMBOO",529.21,490
"23139","SINGLE WIRE HOOK PINK HEART",528.7,414
"22709","WRAP WEDDING DAY",528.5,1325
"21059","PARTY INVITES DINOSAURS",528.23,611
"23060","HEART BEADED TRELLIS DECORATION",528.17,249
"22707","WRAP MONSTER FUN",527.94,1257
"22275","WEEKEND BAG VINTAGE ROSE PAISLEY",527.85,69
"85104","SILVER GLASS T-LIGHT SET",525.75,201
"22521","CHILDS GARDEN TROWEL PINK",525.51,609
"22248","DECORATION  PINK CHICK MAGIC GARDEN",525.09,593
"85135B","BLUE DRAGONFLY HELICOPTER",524.55,65
"20785","FUSCHIA RETRO BAR STOOL",523.3,14
"22861","EASTER TIN CHICKS IN GARDEN",522.93,305
"23537","WALL ART I LOVE LONDON",521.73,99
"85131B","BEADED CRYSTAL HEART GREEN ON STICK",521.11,623
"85025C","PINK HEART SHAPE PHOTO FRAME",520.91,321
"84816","DANISH ROSE BEDSIDE CABINET",519.35,13
"23336","EGG FRYING PAN PINK",519.25,225
"84313B","BLUE TV TRAY TABLE",518.61,127
"22286","DECORATION , WOBBLY RABBIT , METAL",518.03,293
"21455","PAINTED YELLOW WOODEN DAISY",516.79,612
"21711","FOLDING UMBRELLA WHITE/RED POLKADOT",513.02,104
"22216","T-LIGHT HOLDER WHITE LACE",512.93,588
"23136","IVORY WIRE SWEETHEART LETTER TRAY",511.89,135
"21926","RED/CREAM STRIPE CUSHION COVER",509.9,414
"22280","POCKET BAG PINK PAISELY BROWN SPOT",509.59,468
"72819","CUPID DESIGN SCENTED CANDLES",509.07,225
"84520B","PACK 20 ENGLISH ROSE PAPER NAPKINS",508.37,554
"20681","PINK POLKADOT CHILDRENS UMBRELLA",506.96,140
"22785","SQUARECUSHION COVER PINK UNION FLAG",506.34,72
"23043","PAPER LANTERN 9 POINT HOLLY STAR L",506.01,75
"20761","BLUE PAISLEY SKETCHBOOK",505.97,120
"20998","ROSE DU SUD OVEN GLOVE",505.2,185
"22127","PARTY CONES CARNIVAL ASSORTED",504.88,404
"21654","RIDGED GLASS FINGER BOWL",504.68,974
"23527","WALL ART ANIMALS AND NATURE",504.59,153
"22286","DECORATION WOBBLY RABBIT METAL",504.46,830
"84687","BEACH HUT SHELF W 3 DRAWERS",504.43,81
"84616","SILVER ROCCOCO CHANDELIER",504.32,14
"21067","VINTAGE RED TEATIME MUG",504.15,317
"21925","UNION STRIPE CUSHION COVER",503.75,403
"82616B","FRAPPUCINO SCARF KNITTING KIT",502.74,343
"21710","FOLDING UMBRELLA PINKWHITE POLKADOT",501.98,107
"82616C","MIDNIGHT GLAMOUR SCARF KNITTING KIT",501.44,324
"85231G","ORANGE SCENTED SET/9 T-LIGHTS",501.27,594
"23117","POPPY FIELDS CHOPPING BOARD",501.23,93
"22181","SNOWSTORM PHOTO FRAME FRIDGE MAGNET",500.91,591
"23021","GLASS BONNE JAM JAR",500.82,120
"82613B","METAL SIGN,CUPCAKE SINGLE HOOK",500.24,583
"23560","SET OF 6 RIBBONS COUNTRY STYLE",499.18,172
"21972","SET OF 36 DINOSAUR PAPER DOILIES",499.08,335
"84509C","SET OF 4 POLKADOT PLACEMATS",498.94,130
"22050","PINK PAISLEY ROSE GIFT WRAP",498.5,1225
"84970s","HANGING HEART ZINC T-LIGHT HOLDER",496.49,238
"22511","RETROSPOT BABUSHKA DOORSTOP",495.2,251
"22516","CHILDS GARDEN RAKE BLUE",494.89,206
"20766","GARDEN PATH SKETCHBOOK",493.57,122
"21358","TOAST ITS - HAPPY BIRTHDAY",493.29,411
"35598D","PINK/WHITE CHRISTMAS TREE 60CM",493.01,684
"46776C","WOVEN FROST CUSHION COVER",492.79,117
"21632","VINTAGE PINK DECORATIVE PARASOL",489.74,88
"85194S","HANGING SPRING FLOWER EGG SMALL",489.17,1197
"21850","BLUE  DIAMANTE PEN IN GIFT BOX",488.13,129
"35809A","ENAMEL PINK TEA CONTAINER",488.06,420
"21202","DOLLY HONEYCOMB GARLAND",485.46,474
"21454","PAINTED PINK RABBIT",485.16,572
"84820","DANISH ROSE TRINKET TRAYS",483.05,259
"23218","LAUREL STAR ANTIQUE GOLD",483.03,379
"21634","ASSORTED MINI MADRAS NOTEBOOK",481.95,976
"22638","SET OF 4 NAPKIN CHARMS CROWNS",481.88,300
"17012C","ORIGAMI LAVENDER INCENSE/CANDL SET",481.8,420
"22230","JIGSAW TREE WITH WATERING CAN",480.63,1047
"90209C","PINK ENAMEL+GLASS HAIR COMB",480.5,263
"21867","PINK UNION JACK  LUGGAGE TAG",480.25,348
"21741","COSY SLIPPER SHOES LARGE GREEN",480.17,147
"23169","CLASSIC GLASS SWEET JAR",479.45,119
"84849B","FAIRY SOAP SOAP HOLDER",478.83,266
"23422","PANTRY HOOK BALLOON WHISK",477.89,213
"85049F","BABY BOOM RIBBONS",477.34,378
"21472","LADYBIRD + BEE RAFFIA FOOD COVER",476.41,123
"20803","SMALL PINK GLASS SUNDAE DISH",476.38,939
"23561","SET OF 6 RIBBONS PARTY",476,170
"21587","COSY HOUR GIANT TUBE MATCHES",475.65,195
"85093","CANDY SPOT EGG WARMER HARE",475.18,708
"21507","ELEPHANT BIRTHDAY CARD",474.78,1110
"22184","CAKE STAND VICTORIAN FILIGREE LARGE",471.86,56
"21366","MIRRORED WALL ART PHOTO FRAMES",470.17,89
"23521","WALL ART CAT AND BIRD",469.73,143
"20716","PARTY FOOD SHOPPER BAG",469.63,400
"20707","CRAZY DAISY HEART DECORATION",468.39,464
"20615","BLUE POLKADOT PASSPORT COVER",466.99,309
"84674","FLYING PIG WATERING CAN",466.95,193
"20831","GOLD PHOTO FRAME",466.53,216
"84917","WHITE HAND TOWEL WITH BUTTERFLY",466.3,184
"22647","CERAMIC LOVE HEART MONEY BANK",466.18,732
"23379","PACK OF 12 RED APPLE TISSUES",465.36,1220
"21374","MIRRORED WALL ART SKULLS",463.79,304
"23455","SMALL PARLOUR PICTURE FRAME",462.45,165
"20838","FRENCH LATTICE CUSHION COVER",461.45,385
"35598B","BLACK CHRISTMAS TREE 60CM",460.64,558
"21003","ROSE DU SUD CUSHION COVER",460.58,78
"23691","WRAP KEEP CALM BIRTHDAY",460.5,1125
"22344","PARTY PIZZA DISH PINK POLKADOT",459.81,1225
"21063","PARTY INVITES JAZZ HEARTS",458.31,528
"21062","PARTY INVITES SPACEMAN",457.38,538
"23045","PAPER LANTERN 5 POINT STAR MOON",456.48,108
"17096","ASSORTED LAQUERED INCENSE HOLDERS",455.98,2545
"21851","LILAC DIAMANTE PEN IN GIFT BOX",454.99,141
"35004G","SET OF 3 GOLD FLYING DUCKS",454.65,127
"84916","HAND TOWEL PALE BLUE W FLOWERS",453.39,223
"85169C","EAU DE NIL LOVE BIRD CANDLE",452.86,429
"22268","EASTER DECORATION SITTING BUNNY",452.8,529
"22813","PACK 3 BOXES BIRD PANETTONE",451.84,204
"21061","PARTY INVITES FOOTBALL",451.7,488
"21641","ASSORTED TUTTI FRUTTI KEYRING BALL",451.59,1153
"23548","WRAP MAGIC FOREST",451.5,1075
"23509","MINI PLAYING CARDS FUN FAIR",451.46,1062
"48189","DOORMAT FRIENDSHIP",451.11,27
"84872A","TEATIME FUNKY FLOWER BACKPACK FOR 2",450.08,40
"22517","CHILDS GARDEN RAKE PINK",447.63,199
"20669","RED HEART LUGGAGE TAG",447.34,304
"20770","ABSTRACT CIRCLE JOURNAL",447.25,184
"21365","MIRRORED WALL ART STARS",447.09,363
"84600","NEW BAROQUE JEWELLERY BOX",446.89,53
"22640","SET OF 4 NAPKIN CHARMS 3 KEYS",446.84,237
"22486","PLASMATRONIC LAMP",446.45,71
"84920","PINK FLOWER FABRIC PONY",446.23,115
"22598","CHRISTMAS MUSICAL ZINC TREE",446.2,990
"84976","RECTANGULAR SHAPED MIRROR",446.15,512
"21415","CLAM SHELL SMALL",446.02,219
"21220","SET/4 BADGES DOGS",445.01,338
"21656","RIDGED GLASS POSY VASE",444.58,219
"21580","RABBIT  DESIGN  COTTON TOTE BAG",444.07,181
"82613C","METAL SIGN,CUPCAKE SINGLE HOOK",443.38,537
"20903","VINTAGE KEEPSAKE BOX TRAVELOGUE",441.89,82
"22643","SET OF 4 NAPKIN CHARMS LEAVES",441.83,238
"35637A","IVORY STRING CURTAIN WITH POLE",440.62,170
"22390","PAPERWEIGHT CHILDHOOD MEMORIES",440.34,266
"20619","TROPICAL PASSPORT COVER",439.65,262
"20768","GREEN FERN JOURNAL",438.57,176
"23023","RIDGED BONNE JAM JAR T-LIGHT HOLDER",437.82,274
"85111","SILVER GLITTER FLOWER VOTIVE HOLDER",437.59,1409
"85130C","BEADED CRYSTAL HEART BLUE  LARGE",437.22,482
"21828","EIGHT PIECE SNAKE  SET",435.79,330
"22545","MINI JIGSAW BUNNIES",435.67,1142
"84360","TABLE LAMP WHITE SHADE WOOD BASE",434.12,78
"35653","VINTAGE BEAD NOTEBOOK",433.19,150
"85168B","BLACK BAROQUE CARRIAGE CLOCK",432.79,51
"22229","BUNNY WOODEN PAINTED WITH FLOWER",432.46,568
"23058","CHRISTMAS HANGING SNOWFLAKE",430.86,490
"20705","MRS ROBOT SOFT TOY",428.85,143
"21002","ROSE DU SUD DRAWSTRING BAG",428.66,125
"21088","SET/6 FRUIT SALAD PAPER CUPS",428.28,1678
"85071C","CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",428,683
"21758","VINTAGE SHELLS PRINT",427.46,50
"23457","LARGE PARLOUR PICTURE FRAME",427.03,85
"77101A","UNION FLAG WINDSOCK",426.94,387
"23522","DOG AND BALL WALL ART",425.88,252
"20934","SET/3 POT PLANT CANDLES",424.46,68
"84931B","BLUE SCOTTIE DOG W FLOWER PATTERN",424.08,177
"90200E","GREEN SWEETHEART BRACELET",423.41,103
"21318","GLASS CHALICE BLUE SMALL",421.78,694
"90154","LAZER CUT NECKLACE W PASTEL BEADS",421.75,57
"85136C","RED SHARK HELICOPTER",421.18,52
"72799F","IVORY PILLAR CANDLE GOLD FLOCK",421.13,144
"20762","GREEN FERN SKETCHBOOK",420.08,106
"21129","SILVER FISHING GNOME",419.52,52
"84970l","SINGLE HEART ZINC T-LIGHT HOLDER",418.98,201
"90114","SUMMER DAISIES BAG CHARM",417.96,167
"85208","SET/12 FUNKY FELT FLOWER PEG IN BAG",416.91,223
"22214","CANDLE PLATE LACE WHITE",416.6,193
"20765","CHRYSANTHEMUM SKETCHBOOK",416.05,102
"21147","JINGLE BELLS TREE DECORATION",415.77,203
"22405","MONEY BOX POCKET MONEY DESIGN",415.36,372
"22108","PING! MICROWAVE PLATE",415.09,152
"21285","RETROSPOT CANDLE  MEDIUM",413.88,365
"21884","CAKES AND BOWS GIFT  TAPE",413.76,1166
"90161C","ANT COPPER LIME BOUDICCA BRACELET",412.74,83
"23459","DOLLY CABINET 2 DRAWERS",412.5,33
"15056p","EDWARDIAN PARASOL PINK",412.48,33
"84658","WHITE STITCHED CUSHION COVER",412.23,57
"23415","HOME SWEET HOME HOOK",412.18,328
"84596E","SMALL LICORICE DES PINK BOWL",411.68,564
"84806B","WHITE CANDYSTUFT ARTIFICIAL FLOWER",411.56,308
"21817","GLITTER CHRISTMAS TREE",410.91,906
"22447","PIN CUSHION BABUSHKA BLUE",410.81,137
"20830","SILVER PHOTO FRAME",409.83,136
"21579","LOLITA  DESIGN  COTTON TOTE BAG",409.72,176
"22051","BLUE SCANDINAVIAN PAISLEY WRAP",409.5,975
"85203","HANGING WOOD AND FELT BUTTERFLY",408.99,895
"16219","HOUSE SHAPE PENCIL SHARPENER",407.72,3048
"84821","DANISH ROSE DELUXE COASTER",407.15,935
"35964","FOLKART CLIP ON STARS",404.08,783
"22406","MONEY BOX KINGS CHOICE DESIGN",403.46,346
"22510","GINGHAM BABUSHKA DOORSTOP",402.74,210
"22134","MINI LADLE LOVE HEART RED",401.18,865
"23339","EGG FRYING PAN BLUE",400.84,173
"23576","SNACK TRAY RED VINTAGE DOILY",400.04,198
"23429","RED RETRO KITCHEN WALL CLOCK",400.01,47
"23039","T-LIGHT HOLDER SILVER HEART HANDLE",399.71,199
"22345","PARTY PIZZA DISH BLUE POLKADOT",399.05,1117
"23466","TUSCAN VILLA DOVECOTE BIRD FEEDER",399.03,43
"37476","CONDIMENT TRAY 4 BOWLS AND 4 SPOONS",399.02,37
"21131","GOLD STANDING GNOME",398.02,106
"22287","DECORATION , WOBBLY CHICKEN, METAL",397.72,234
"18007","ESSENTIAL BALM 3.5g TIN IN ENVELOPE",395.61,5884
"23484","HEART TRELLIS TRIPLE T-LIGHT HOLDER",395.11,129
"23661","MILK MAIDS MUG",393.59,219
"22048","BIRTHDAY BANQUET GIFT WRAP",393.5,975
"20867","PINK ROSE FABRIC MIRROR",393.47,331
"47421","ASSORTED COLOUR LIZARD SUCTION HOOK",393,994
"90200B","BLACK SWEETHEART BRACELET",392.83,93
"23150","IVORY SWEETHEART SOAP DISH",390.75,148
"85232A","SET/3 POLKADOT STACKING TINS",389.55,78
"84826","ASSTD DESIGN 3D PAPER STICKERS",389.38,1162
"21373","MIRRORED WALL ART SNOWFLAKES",389.04,512
"23337","EGG FRYING PAN MINT",388.75,180
"35095A","BLUE VICTORIAN FABRIC OVAL BOX",388.57,925
"84974","S/2 ZINC HEART DESIGN PLANTERS",388.05,39
"22256","FELT FARM ANIMAL CHICKEN",387.9,286
"23103","BELL HEART DECORATION",387,252
"21879","HEARTS GIFT TAPE",385.47,1176
"21881","CUTE CATS TAPE",383.11,1102
"20854","BLUE PATCH PURSE PINK HEART",383.02,242
"21197","MULTICOLOUR  CONFETTI IN TUBE",382.96,284
"23116","VEGETABLE GARDEN CHOPPING BOARD",382.44,76
"84919","BLUE CUSHION COVER WITH FLOWER",381.78,58
"71053","WHITE MOROCCAN METAL LANTERN",381.55,69
"22346","PARTY PIZZA DISH GREEN POLKADOT",381.09,1034
"85179A","GREEN BITTY LIGHT CHAIN",380.79,193
"21562","HAWAIIAN GRASS SKIRT",380.36,324
"16045","POPART WOODEN PENCILS ASST",380,8900
"46776D","WOVEN SUNSET CUSHION COVER",378.29,89
"90161B","ANT COPPER TURQ BOUDICCA BRACELET",377.88,76
"21243","PINK POLKADOT PLATE",377.56,220
"21051","RIBBONS PURSE",377.2,192
"90160C","TURQ+RED BOUDICCA LARGE BRACELET",377.04,54
"47367B","PAIR PADDED HANGERS PINK CHECK",376.27,112
"17012A","ORIGAMI VANILLA INCENSE/CANDLE SET",375.93,323
"84559A","3D SHEET OF DOG STICKERS",375.61,397
"23396","LA JARDIN BOTANIQUE CUSHION COVER",375.53,87
"21635","MADRAS NOTEBOOK LARGE",374.96,271
"21284","RETROSPOT CANDLE  SMALL",374.49,403
"84663A","GRASS HOPPER WOODEN WALL CLOCK",374.12,272
"23128","DOLLCRAFT BOY JEAN-PAUL",373.9,82
"21945","STRAWBERRIES  DESIGN FLANNEL",373.34,358
"84915","HAND TOWEL PINK FLOWER AND DAISY",372.33,217
"21689","SILVER VANILLA  FLOWER CANDLE POT",369.87,95
"84563A","PINK & WHITE BREAKFAST TRAY",369.84,96
"20782","CAMOUFLAGE EAR MUFF HEADPHONES",368.08,53
"23575","SNACK TRAY PAISLEY PARK",367.35,179
"16011","ANIMAL STICKERS",367.29,1749
"22532","MAGIC DRAWING SLATE LEAP FROG",366.75,1072
"22769","CHALKBOARD KITCHEN ORGANISER",366.73,11
"21320","GLASS CHALICE GREEN  LARGE",364.22,197
"22265","EASTER DECORATION NATURAL CHICK",363.55,536
"21286","RETROSPOT CANDLE  LARGE",362.12,273
"35957","SMALLFOLKART BAUBLE CHRISTMAS DEC",361.81,688
"21348","PINK SPOTS CHOCOLATE NESTING BOXES",361.56,140
"21000","ROSE DU SUD COSMETICS BAG",360.84,96
"16008","SMALL FOLDING SCISSOR(POINTED EDGE)",360.71,2892
"85049e","SCANDINAVIAN REDS RIBBONS",360.71,109
"84632","DECORATIVE HANGING SHELVING UNIT",359.7,6
"21060","PARTY INVITES BALLOON GIRL",359.29,405
"23579","SNACK TRAY I LOVE LONDON",358.75,169
"20856","DENIM PATCH PURSE PINK BUTTERFLY",357.29,216
"82095","HEART BUTTONS JEWELLERY BOX",356.11,68
"85169D","PINK LOVE BIRD CANDLE",356.08,351
"85169B","BLACK LOVE BIRD CANDLE",356.06,329
"84569A","PACK 3 IRON ON DOG PATCHES",355.84,294
"21724","PANDA AND BUNNIES STICKER SHEET",355.83,408
"90209B","GREEN ENAMEL+GLASS HAIR COMB",355.64,184
"22100","SKULLS SQUARE TISSUE BOX",354.82,755
"47310M","SMALL POP BOX FUNKY MONKEY",353.98,258
"35095B","RED VICTORIAN FABRIC OVAL BOX",352.25,862
"23420","PANTRY HOOK TEA STRAINER",351.37,164
"35954","SMALL FOLKART STAR CHRISTMAS DEC",350.48,1245
"21555","CERAMIC STRAWBERRY TRINKET TRAY",350.47,137
"21664","RIDGED GLASS STORAGE JAR CREAM LID",350.22,98
"21723","ALPHABET HEARTS STICKER SHEET",350.08,397
"22268","DECORATION SITTING BUNNY",349.54,1480
"37482P","CUBIC MUG PINK POLKADOT",349.35,494
"23421","PANTRY HOOK SPATULA",349.2,160
"21263","GREEN GOOSE FEATHER TREE 60CM",349.17,167
"22529","MAGIC DRAWING SLATE GO TO THE FAIR",349.03,851
